evidence_id,evidence,article
Climate change denial:126,"Despite leaked emails during the Climatic Research Unit email controversy, as well as multinational, independent research on the topic, no evidence of such a conspiracy has been presented, and strong consensus exists among scientists from a multitude of political, social, organizational and national backgrounds about the extent and cause of climate change.",Climate change denial
Climate change denial:192,"The efforts of Al Gore and other environmental campaigns have focused on the effects of global warming and have managed to increase awareness and concern, but despite these efforts, the number of Americans believing humans are the cause of global warming was holding steady at 61% in 2007, and those believing the popular media was understating the issue remained about 35%.",Climate change denial
Climate change denial:693,Most of the few statements that critics claim as evidence of malfeasance seem to have more innocent explanations that make sense in the context of scientists conversing privately and informally.,Climate change denial
Climate change denial:788,"Science education is under attack by climate change deniers, who ignore a mountain of evidence gathered over the last fifty years that the planet is warming and that humans are largely responsible.",Climate change denial
Climatic Research Unit email controversy:278,"Writing for Newsweek, journalist Sharon Begley called the controversy a highly orchestrated, manufactured scandal, noting that the public was unlikely to change their mind.",Climatic Research Unit email controversy
Climatic Research Unit email controversy:286,"He said that it was not a single scandal, but a sustained and coordinated campaign aimed at undermining the credibility of the science.",Climatic Research Unit email controversy
Climatic Research Unit email controversy:303,"An editorial in Nature said that many in the media were led by the nose, by those with a clear agenda, to a sizzling scandal that steadily defused as the true facts and context were made clear.",Climatic Research Unit email controversy
Climatic Research Unit email controversy:70,"In this context, John Tierney of The New York Times wrote: these researchers, some of the most prominent climate experts in Britain and America, seem so focused on winning the public-relations war that they exaggerate their certitude - and ultimately undermine their own cause.",Climatic Research Unit email controversy
Climatic Research Unit email controversy:135,"Scientific integrity demands robust, independent peer review, however, and AAAS therefore emphasised that investigations are appropriate whenever significant questions are raised regarding the transparency and rigour of the scientific method, the peer-review process, or the responsibility of individual scientists.",Climatic Research Unit email controversy
Climatic Research Unit email controversy:163,The committee criticised a culture of non-disclosure at CRU and a general lack of transparency in climate science where scientific papers had usually not included all the data and code used in reconstructions.,Climatic Research Unit email controversy
Climatic Research Unit email controversy:239,"The report, issued on 18 February 2011, cleared the researchers and did not find any evidence that NOAA inappropriately manipulated data or failed to adhere to appropriate peer review procedures.",Climatic Research Unit email controversy
Global warming conspiracy theory:12,"The Muir Russell report stated that the scientists rigor and honesty as scientists are not in doubt, that the investigators did not find any evidence of behavior that might undermine the conclusions of the IPCC assessments, but that there had been a consistent pattern of failing to display the proper degree of openness.",Global warming conspiracy theory
Intergovernmental Panel on Climate Change:33,"This document also states that IPCC will do this work by assessing on a comprehensive, objective, open and transparent basis the scientific, technical and socio-economic information relevant to understanding the scientific basis of these topics.",Intergovernmental Panel on Climate Change
2003 invasion of Iraq:553,This attracted considerable media coverage at the time.,2003 invasion of Iraq
Daniel Bryan:2060,Radicans ROH Respect Is Earned Report 7/20: ongoing virtual time coverage of PPV.,Daniel Bryan
Gulf War:681,"At the same time, the wars coverage was new in its instantaneousness.",Gulf War
Hurricane Sandy:422,"The severe and widespread damage the storm caused in the United States, as well as its unusual merger with a frontal system, resulted in the nicknaming of the hurricane Superstorm Sandy by the media, public officials, and several organizations, including U.S. government agencies.",Hurricane Sandy
Hurricane Sandy:76,"As coverage continued, several media outlets began eschewing this term in favor of superstorm.",Hurricane Sandy
Extreme weather:2,"In recent years, growing evidence suggests that human-induced global warming is increasing the periodicity and intensity of some extreme weather events.",Extreme weather
Al Gore:400,He ruled that the film could be shown to schoolchildren in the UK if guidance notes given to teachers were amended to balance out the films one-sided political views.,Al Gore
An Inconvenient Truth:249,"The plaintiffs sought an injunction preventing the screening of the film in English schools, arguing that by law schools are forbidden to promote partisan political views and, when dealing with political issues, are required to provide a balanced presentation of opposing views.",An Inconvenient Truth
An Inconvenient Truth:251,The judge ruled that An Inconvenient Truth contained nine scientific errors and thus must be accompanied by an explanation of those errors before being shown to school children.,An Inconvenient Truth
An Inconvenient Truth:631,Gore climate documentary to be shown in schools.,An Inconvenient Truth
An Inconvenient Truth:106,"The survey, published as an editorial in the journal Science, found that every article either supported the human-caused global warming consensus or did not comment on it.",An Inconvenient Truth
An Inconvenient Truth:54,Gores presentation was the most powerful and clear explanation of global warming I had ever seen.,An Inconvenient Truth
An Inconvenient Truth:836,Judge attacks nine errors in Al Gores alarmist climate change film.,An Inconvenient Truth
Himalayas:91,"In recent years, scientists have monitored a notable increase in the rate of glacier retreat across the region as a result of climate change.",Himalayas
Subantarctic:58,Glaciers are currently retreating at significant rates throughout the southern hemisphere.,Subantarctic
Eocene:108,"Oxygen isotope analysis showed a large negative change in the proportion of heavier oxygen isotopes to lighter oxygen isotopes, which indicates an increase in global temperatures.",Eocene
Global warming:358,"IPCC AR5 SYR Glossary 2014, p. 124: Global warming refers to the gradual increase, observed or projected, in global surface temperature, as one of the consequences of radiative forcing caused by anthropogenic emissions.",Global warming
Global warming:56,"Without the Earths atmosphere, the Earths average temperature would be well below the freezing temperature of water.",Global warming
Sun:295,"The temperature of the photosphere is approximately 6,000 K, whereas the temperature of the corona reaches 1,000,000-2,000,000 K. The high temperature of the corona shows that it is heated by something other than direct heat conduction from the photosphere.",Sun
Attribution of recent climate change:231,"Together with the lack of a proven physical mechanism and the plausibility of other causal factors affecting changes in cloud cover, this makes the association between galactic cosmic ray-induced changes in aerosol and cloud formation controversial Studies by Lockwood and Fröhlich 2007 and Sloan and Wolfendale 2008 found no relation between warming in recent decades and cosmic rays.",Attribution of recent climate change
Cosmic ray:216,"Despite Svensmarks assertions, galactic cosmic rays have shown no statistically significant influence on changes in cloud cover, and have been demonstrated in studies to have no causal relationship to changes in global temperature.",Cosmic ray
Henrik Svensmark:62,"Sloan and Wolfendale 2013 demonstrated that while temperature models showed a small correlation every 22 years, less than 14 percent of global warming since the 1950s could be attributed to cosmic ray rate.",Henrik Svensmark
Henrik Svensmark:64,"Another 2013 study found, contrary to Svensmarks claims, no statistically significant correlations between cosmic rays and global albedo or globally averaged cloud height.",Henrik Svensmark
Henrik Svensmark:65,"In 2013, a laboratory study by Svensmark, Pepke and Pedersen published in Physics Letters A showed, that there is in fact a correlation between cosmic rays and the formation of aerosols of the type that seed clouds.",Henrik Svensmark
Climate change (general concept):96,"On average, such eruptions occur several times per century, and cause cooling by partially blocking the transmission of solar radiation to the Earths surface for a period of several years.",Climate change general concept
Solar System:152,"It is the hottest planet, with surface temperatures over 400 °C 752 °F, most likely due to the amount of greenhouse gases in the atmosphere.",Solar System
Venus:65,"The actual temperatures are not known, because the size of the hot spots could not be measured, but are likely to have been in the 800-1,100 K 527-827 °C; 980-1,520 °F range, relative to a normal temperature of 740 K 467 °C; 872 °F.",Venus
Attribution of recent climate change:224,"Henrik Svensmark has suggested that the magnetic activity of the sun deflects cosmic rays, and that this may influence the generation of cloud condensation nuclei, and thereby have an effect on the climate.",Attribution of recent climate change
Cosmic ray:133,"In addition, the Earths magnetic field acts to deflect cosmic rays from its surface, giving rise to the observation that the flux is apparently dependent on latitude, longitude, and azimuth angle.",Cosmic ray
Global warming:89,"This effect also causes droplets to be of more uniform size, which reduces the growth of raindrops and makes clouds more reflective to incoming sunlight.",Global warming
Steve McIntyre:21,"In 2002, McIntyre became interested in climate science after a leaflet from the Canadian government warning of the dangers of global warming was delivered to his residence.",Steve McIntyre
Steve McIntyre:22,McIntyre states that he noticed discrepancies in climate science papers that reminded him of the false prospectus that had duped investors involved in the Bre-X gold mining scandal.,Steve McIntyre
Steve McIntyre:40,"In 2007, McIntyre started auditing the various corrections made to temperature records, in particular those relating to the urban heat island effect.",Steve McIntyre
Steve McIntyre:41,He discovered a discontinuity in some U.S. records in the Goddard Institute for Space Studies GISS dataset starting in January 2000.,Steve McIntyre
Steve McIntyre:43,The adjustment reduced the average temperatures for the continental United States by about 0.15 °C during the years 2000-2006.,Steve McIntyre
Climate change in the United States:166,2013 was the warmest year ever in the contiguous United States and about one-third of all Americans experienced 10 days or more of 100-degree heat.,Climate change in the United States
Climate change in the United States:3,"In 2012, the United States experienced its warmest year on record.",Climate change in the United States
Climate change in the United States:47,The U.S. had its warmest March-May on record in 2012.,Climate change in the United States
Florida:153,"With a population of more than 18 million, according to the 2010 census, Florida is the most populous state in the southeastern United States and the third-most populous in the United States.",Florida
Florida:163,Florida is west of The Bahamas and 90 miles 140 km north of Cuba.,Florida
Florida:299,"In 2012, 75% of the population lived within 10 miles 16 km of the coastline.",Florida
Florida:462,This is down from a peak of 17.1% in 2012.,Florida
Austria:115,"From 1925 to 1929, the economy enjoyed a short high before nearly crashingclarification needed after Black Tuesday.",Austria
Austria:265,"Austria lies between latitudes 46° and 49° N, and longitudes 9° and 18° E. It can be divided into five areas, the biggest being the Eastern Alps, which constitute 62% of the nations total area.",Austria
Austria:275,"Although Austria is cold in the winter -10 to 0 °C, summer temperatures can be relatively high, with average temperatures in the mid-20s and a highest temperature of 40.5 °C 105 °F in August 2013.",Austria
Vienna:122,"Spring is variable and autumn cool, with possible snowfalls already in November.",Vienna
Vienna:97,"This law of neutrality, passed in late October 1955 and not the State Treaty itself, ensured that modern Austria would align with neither NATO nor the Soviet bloc, and is considered one of the reasons for Austrias delayed entry into the European Union in 1995.",Vienna
Instrumental temperature record:13,"For 1979 to 2012, the linear warming trend for combined land and sea temperatures has been 0.155 °C 0.122 to 0.188 °C per decade, according to AR5.",Instrumental temperature record
Tropical cyclone:137,All these effects can combine to produce a dramatic drop in sea surface temperature over a large area in just a few days.,Tropical cyclone
Tropical cyclone:358,"Kerry Emanuel stated, Records of hurricane activity worldwide show an upswing of both the maximum wind speed in and the duration of hurricanes.",Tropical cyclone
Weather:11,Surface temperature differences in turn cause pressure differences.,Weather
Weather:38,"In some situations, the temperature actually increases with height.",Weather
Global cooling:70,"Judging from the record of the past interglacial ages, the present time of high temperatures should be drawing to an end, to be followed by a long period of considerably colder temperatures leading into the next glacial age some 20,000 years from now.",Global cooling
Global warming:174,It is expected that most ecosystems will be affected by higher atmospheric CO2 levels and higher global temperatures.,Global warming
Atlanta:142,"Lows at or below freezing can be expected 40 nights annually, but extended stretches with daily high temperatures below 40 °F 4 °C are very rare, with a recent exception in January 2014.",Atlanta
"Córdoba, Argentina:92",The record low temperature for Córdoba is -8.3 °C 17.1 °F.,"Córdoba, Argentina"
"Córdoba, Argentina:95","It is not unusual to see temperatures drop 20 °C 36 °F from one day to another, or to have frost following extreme heat.","Córdoba, Argentina"
Istanbul:147,"During these summer months, high temperatures average around 29 °C 84 °F and rainfall is uncommon; there are only about fifteen days with measurable precipitation between June and August.",Istanbul
"Tucson, Arizona:257",There is an average of 145.0 days annually with highs of 90 °F 32 °C or higher and an average of 16.9 days with lows reaching or below the freezing mark.,"Tucson, Arizona"
Drought:107,"Australia could experience more severe droughts and they could become more frequent in the future, a government-commissioned report said on July 6, 2008.",Drought
Illinois:1081,The Longest Running Title Droughts in Sports.,Illinois
Sahel drought:55,"Originally it was believed that the drought in the Sahel primarily was caused by humans over-using natural resources in the region through overgrazing, deforestation and poor land management.",Sahel drought
United States:680,"Increased variability and intensity of rainfall as a result of climate change is expected to produce both more severe droughts and flooding, with potentially serious consequences for water supply and for pollution from combined sewer overflows.",United States
Tuvalu:0,"8°3115S 179°1155E / 8.52083°S 179.19861°E / -8.52083; 179.19861 Tuvalu /tuvlu/ too-VAH-loo formerly known as the Ellice Islands, is a country in Polynesia, located in the Pacific Ocean, situated in Oceania and about midway between Hawaii and Australia.",Tuvalu
Tuvalu:1473,Planning the future of a sinking island.,Tuvalu
Tuvalu:1616,"Sinking Pacific nation is getting bigger, showing islands are geologically dynamic: study | The Japan Times.",Tuvalu
Tuvalu:590,Spanish discoveries in the Central Pacific.,Tuvalu
Sinking of MV Sewol:214,"As of 17 April 2014, the ROK Coast Guard concluded that an unreasonably sudden turn to starboard, made between 8:48 and 8:49 a.m. KST, caused the cargo to shift to port, which in turn caused the ship to list and to eventually become unmanageable for the crew.",Sinking of MV Sewol
Sinking of the RMS Lusitania:242,"Although he might have achieved 21 knots and had given orders to raise steam ready to do so, he was also under orders to time his arrival at Liverpool for high tide so that the ship would not have to wait to enter port.",Sinking of the RMS Lusitania
Sinking of the RMS Lusitania:248,"The three had agreed that the Admiralty warning of submarine activity 20 miles 32 km south of Coningbeg effectively overrode other Admiralty advice to keep to mid channel, which was precisely where the submarine had been reported.",Sinking of the RMS Lusitania
Sinking of the RMS Titanic:390,"Now, without warning she seemed to start forward, moving forward and into the water at an angle of about fifteen degrees.",Sinking of the RMS Titanic
Sinking of the RMS Titanic:95,"He also stated that I believe it must have been in places, not a continuous rip, but that the different openings must have extended along an area of around 300 feet, to account for the flooding in several compartments.",Sinking of the RMS Titanic
Hockey stick controversy:259,"McIntyre agreed, and made contact with University of Guelph economics professor Ross McKitrick, a senior fellow of the Fraser Institute which opposed the Kyoto treaty, and co-author of Taken By Storm: The Troubled Science, Policy and Politics of Global Warming.",Hockey stick controversy
Patrick Michaels:27,"A 2002 article published in the journal Climate Research by Michaels and three other scholars has predicted a warming range of 1.3-3.0°C, with a central value of 1.9°C over the 1990 to 2100 period, although he remarked that the temperature range and central values determined in our study may be too great.",Patrick Michaels
Patrick Michaels:3,"Until 2007 he was research professor of environmental sciences at the University of Virginia, where he had worked from 1980.",Patrick Michaels
Ross McKitrick:2,"McKitrick has authored works about environmental economics and climate change issues, including co-authoring the book Taken by Storm: The Troubled Science, Policy and Politics of Global Warming, published in 2002.",Ross McKitrick
Urban heat island:331,"For example, Ross McKitrick and Patrick J. Michaels conducted a statistical study of surface-temperature data regressed against socioeconomic indicators, and concluded that about half of the observed warming trend for 1979-2002 could be accounted for by the residual UHI effects in the corrected temperature data set they studied, which had already been processed to remove the modeled UHI contribution.",Urban heat island
Urban heat island:0,An urban heat island UHI is an urban area or metropolitan area that is significantly warmer than its surrounding rural areas due to human activities.,Urban heat island
Urbanization:108,"As a result, cities are often 1 to 3 °C 1.8 to 5.4 °F warmer than surrounding landscapes.",Urbanization
Medieval Warm Period:24,"Their reconstruction of the pattern is characterised by warmth over large part of North Atlantic, Southern Greenland, the Eurasian Arctic, and parts of North America which appears to substantially exceed that of the late 20th century 1961-1990 baseline and is comparable or exceeds that of the past decade or two in some regions.",Medieval Warm Period
Medieval Warm Period:25,"Certain regions, such as central Eurasia, northwestern North America, and with less confidence parts of the South Atlantic, exhibit anomalous coolness.",Medieval Warm Period
Extraterrestrial atmosphere:266,"Mars Melt Hints at Solar, Not Human, Cause for Warming, Scientist Says.",Extraterrestrial atmosphere
Mars ocean hypothesis:76,"As Tharsis volcanoes erupted they added huge amounts of gases into the atmosphere that created a global warming, thereby allowing liquid water to exist.",Mars ocean hypothesis
Mars:119,"Other scientists caution that these results have not been confirmed, and point out that Martian climate models have not yet shown that the planet was warm enough in the past to support bodies of liquid water.",Mars
Mars:224,"They tend to occur when Mars is closest to the Sun, and have been shown to increase the global temperature.",Mars
Martian:39,"They invade Earth because Mars is dying, and they need a warmer planet to live.",Martian
Climate of Mars:256,"Precession in the alignment of the obliquity and eccentricity lead to global warming and cooling great summers and winters with a period of 170,000 years.",Climate of Mars
Climate of Mars:261,"Current research suggests that Mars is in a warm interglacial period which has lasted more than 100,000 years.",Climate of Mars
Climate of Mars:32,"Geomorphic observations of both landscape erosion rates and Martian valley networks also strongly imply warmer, wetter conditions on Noachian-era Mars earlier than about four billion years ago.",Climate of Mars
Mars:215,"The wide range in temperatures is due to the thin atmosphere which cannot store much solar heat, the low atmospheric pressure, and the low thermal inertia of Martian soil.",Mars
Mars:286,"Their low albedo and carbonaceous chondrite composition have been regarded as similar to asteroids, supporting the capture theory.",Mars
Climate change in the Arctic:29,"The 2007 melt season let to a minimum 39% below the 1979-2000 average, and for the first time in human memory, the fabled Northwest Passage opened completely.",Climate change in the Arctic
Northwest Passage:29,"On August 21, 2007, the Northwest Passage became open to ships without the need of an icebreaker.",Northwest Passage
Northwest Passage:31,"The Northwest Passage opened again on August 25, 2008.",Northwest Passage
Northwest Passage:356,"On September 14, 2007, the European Space Agency stated that ice loss that year had opened up the historically impassable passage, setting a new low of ice cover as seen in satellite measurements which went back to 1978.",Northwest Passage
Northwest Passage:358,The extreme loss in 2007 rendered the passage fully navigable.,Northwest Passage
Criticism of NASCAR:14,"The Car of Tomorrow was first tested in December 2005, and was first revealed to the public in 2006, with numerous safety improvements being touted.",Criticism of NASCAR
D. B. Cooper:134,"In late 2007, the FBI announced that a partial DNA profile had been obtained from three organic samples found on Coopers clip-on tie in 2001, though they later acknowledged that there is no evidence that the hijacker was the source of the sample material.",D. B. Cooper
Roswell UFO incident:160,"Podesta stated, It is time for the government to declassify records that are more than 25 years old and to provide scientists with data that will assist in determining the true nature of the phenomena.",Roswell UFO incident
Steele dossier:556,"The Inspector General investigation by Michael E. Horowitz, published December 9, 2019, expressed doubts about the dossiers reliability and sources: The FBI concluded, among other things, that although consistent with known efforts by Russia to interfere in the 2016 U.S. elections, much of the material in the Steele election reports, including allegations about Donald Trump and members of the Trump campaign relied upon in the Carter Page FISA applications, could not be corroborated; that certain allegations were inaccurate or inconsistent with information gathered by the Crossfire Hurricane team; and that the limited information that was corroborated related to time, location, and title information, much of which was publicly available.",Steele dossier
Steele dossier:624,"The FBI Operation Crossfire Hurricane investigation into Russian interference, which started on July 31, 2016, was not triggered by the dossier, but the dossier is still the subject of the Russia investigation origins counter-narrative, a conspiracy theory pushed by Trump and Fox News.",Steele dossier
Northwest Passage:167,The only usable route linking the entrances of Lancaster Sound and Dolphin and Union Strait was discovered by John Rae in 1854.,Northwest Passage
Northwest Passage:4,An ice-bound northern route was discovered in 1850 by the Irish explorer Robert McClure; it was through a more southerly opening in an area explored by the Scotsman John Rae in 1854 that Norwegian Roald Amundsen made the first complete passage in 1903-1906.,Northwest Passage
Northwest Passage:95,"In 1602, George Weymouth became the first European to explore what would later be called Hudson Strait when he sailed Discovery 300 nautical miles 560 km into the Strait.",Northwest Passage
Arctic:19,"Due to the poleward migration of the planets isotherms about 56 km 35 mi per decade during the past 30 years as a consequence of global warming, the Arctic region as defined by tree line and temperature is currently shrinking.",Arctic
Global warming:2008,What drove the dramatic arctic sea ice retreat during summer 2007?.,Global warming
Global warming:815,"She found moist air warmed more than dry air, and CO2 warmed most, so she concluded higher levels of this in the past would have increased temperatures: Huddleston 2019.",Global warming
Greenhouse gas:624,"Rapid atmospheric CO2 changes associated with the 8,200-years-B.P.",Greenhouse gas
European Southern Observatory:222,"Cosmic-temperature measurements The VLT has detected, for the first time, carbon-monoxide molecules in a galaxy located almost 11 billion light-years away.",European Southern Observatory
Infrared:104,The LWIR 8-15 μm region is especially useful since some radiation at these wavelengths can escape into space through the atmosphere.,Infrared
Satellite temperature measurements:33,"The three channels use the same frequency but different carbon dioxide cell pressure, the corresponding weighting functions peaks at 29 km for channel 1, 37 km for channel 2 and 45 km for channel 3.",Satellite temperature measurements
Satellite temperature measurements:34,"The process of deriving trends from SSUs measurement has proved particularly difficult because of satellites drift, inter-calibration between different satellite with scant overlap and gas leak in the instrument carbon dioxide pressure cell, furthermore since the radiances measured by SSUs are due to emission by carbon dioxide the weighting functions move to higher altitudes as the carbon dioxide concentration in the stratosphere increase.",Satellite temperature measurements
Satellite temperature measurements:4,They measure radiances in various wavelength bands.,Satellite temperature measurements
Cloud:326,"Most of the sunlight that reaches the ground is absorbed, warming the surface, which emits radiation upward at longer, infrared, wavelengths.",Cloud
Global warming:312,"The warmed surface emits infrared radiation, but the atmosphere is relatively opaque to infrared and slows the emission of energy, warming the planet.",Global warming
Global warming:54,"This heat, in the form of infrared radiation, gets absorbed and emitted by these gases in the atmosphere, thus warming the lower atmosphere and the surface.",Global warming
Correlation does not imply causation:102,"To establish a correlation as causal within physics, it is normally understood that the cause and the effect must connect through a local mechanism cf.",Correlation does not imply causation
Global warming:319,Other scientists were initially sceptical and believed the greenhouse effect to be saturated so that adding more CO2 would make no difference.,Global warming
Greenhouse effect:50,"Their effects, together with those of other anthropogenic drivers, have been detected throughout the climate system and are extremely likely to have been the dominant cause of the observed warming since the mid-20th century.",Greenhouse effect
Argo (oceanography):5,"In most cases probes drift at a depth of 1000 metres the so-called parking depth and, every 10 days, by changing their buoyancy, dive to a depth of 2000 metres and then move to the sea-surface, measuring conductivity and temperature profiles as well as pressure.",Argo oceanography
Argo (oceanography):56,"Such measurements are important for developing a comprehensive understanding of the ocean, such as trends in heat content.",Argo oceanography
Argo (oceanography):95,"David Morrison reports that both of these data sets show clear signatures of heat deposition in the ocean, from the temperature changes in the top 2 km of water and from the expansion of the ocean water due to heating.",Argo oceanography
Ocean heat content:11,"Ocean heat content can be estimated using temperature measurements obtained by a Nansen bottle, an ARGO float, or ocean acoustic tomography.",Ocean heat content
Shutdown of thermohaline circulation:58,"Based on coupled Atmosphere-Ocean General Circulation Models from 2001, the THC tends to weaken somewhat rather than stop, and the warming effects outweigh the cooling, even over Europe.",Shutdown of thermohaline circulation
American Legislative Exchange Council:251,"Greenpeace claims that ALEC has received $525,858 from Koch foundations between 2005 and 2011.",American Legislative Exchange Council
Climate change denial:1047,"Over the last 14 years Willie Soon, a researcher at the Harvard-Smithsonian Centre for Astrophysics, received a total of $1.25m from Exxon Mobil, Southern Company, the American Petroleum Institute API and a foundation run by the ultra-conservative Koch brothers the biggest single funder was Southern Company, one of the countrys biggest electricity providers that relies heavily on coal.",Climate change denial
Climate change denial:230,"Between 2003 and 2013, the donor-advised funds Donors Trust and Donors Capital Fund, combined, were the largest funders, accounting for about one quarter of the total funds, and the American Enterprise Institute was the largest recipient, 16% of the total funds.",Climate change denial
Global warming:297,"Organizations such as the libertarian Competitive Enterprise Institute, as well as conservative commentators, have challenged IPCC climate change scenarios, funded scientists who disagree with the scientific consensus, and provided their own projections of the economic cost of stricter controls.",Global warming
Ted Cruz:288,"Proponents of the bill argued that it would provide steady funding to support research and restoration projects, funded primarily by dedicating 12.5% of revenues from offshore energy development, including oil, gas, and renewable energy, through offshore lease sales and production based royalty payments, distributed through a competitive grant program.",Ted Cruz
Carbon dioxide in Earth's atmosphere:86,"Most sources of CO2 emissions are natural, and are balanced to various degrees by natural CO2 sinks.",Carbon dioxide in Earths atmosphere
Carbon dioxide:249,"Additionally, and crucially to life on earth, photosynthesis by phytoplankton consumes dissolved CO2 in the upper ocean and thereby promotes the absorption of CO2 from the atmosphere.",Carbon dioxide
Carbon sink:49,"Presently, oceans are CO2 sinks, and represent the largest active carbon sink on Earth, absorbing more than a quarter of the carbon dioxide that humans put into the air.",Carbon sink
Greenhouse gas:6,This increase has occurred despite the uptake of more than half of the emissions by various natural sinks involved in the carbon cycle.,Greenhouse gas
Intergovernmental Panel on Climate Change:345,The work of the Intergovernmental Panel on Climate Change IPCC represents the consensus of the international scientific community on climate change science.,Intergovernmental Panel on Climate Change
Scientific consensus on climate change:183,"In it, the IUGG concurs with the comprehensive and widely accepted and endorsed scientific assessments carried out by the Intergovernmental Panel on Climate Change and regional and national bodies, which have firmly established, on the basis of scientific evidence, that human activities are the primary cause of recent climate change.",Scientific consensus on climate change
Intergovernmental Panel on Climate Change:108,"The choice of authors aims for a range of views, expertise and geographical representation, ensuring representation of experts from developing and developed countries and countries with economies in transition.",Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:79,Lead authors of IPCC reports assess the available information about climate change based on published sources.,Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:8,"Rather, it assesses published literature, including peer-reviewed and non-peer-reviewed sources.",Intergovernmental Panel on Climate Change
Intergovernmental Panel on Climate Change:80,"According to IPCC guidelines, authors should give priority to peer-reviewed sources.",Intergovernmental Panel on Climate Change
IPCC Fourth Assessment Report:18,"The report notes many observed changes in the Earths climate including atmospheric composition, global average temperatures, ocean conditions, and other climate changes.",IPCC Fourth Assessment Report
Scientific consensus on climate change:75,Some of the changes have been faster than previous assessments had suggested.,Scientific consensus on climate change
Global warming:316,"At the end of an ice age, warming from increased CO2 would increase the amount of water vapour, amplifying its effect in a feedback process.",Global warming
Greenhouse gas:178,Water vapor responds to and amplifies effects of the other greenhouse gases.,Greenhouse gas
Polar amplification:33,Thats important because water vapor is a greenhouse gas just like carbon dioxide and methane.,Polar amplification
Passive solar building design:300,"A design with too much equator-facing glass can result in excessive winter, spring, or fall day heating, uncomfortably bright living spaces at certain times of the year, and excessive heat transfer on winter nights and summer days.",Passive solar building design
Passive solar building design:350,This will then radiate heat into the building in the evening.,Passive solar building design
Precipitation:137,Those bands bring strong localized snowfall which can be understood as follows: Large water bodies such as lakes efficiently store heat that results in significant temperature differences larger than 13 °C or 23 °F between the water surface and the air above.,Precipitation
Precipitation:24,"when it gets cold, Mars has precipitation which most likely takes the form of frost, rather than rain or snow.",Precipitation
Urban heat island:41,"Throughout the daytime, particularly when the skies are cloudless, urban surfaces are warmed by the absorption of solar radiation.",Urban heat island
Attribution of recent climate change:40,"Water vapor is the most abundant greenhouse gas and is the largest contributor to the natural greenhouse effect, despite having a short atmospheric lifetime about 10 days.",Attribution of recent climate change
Climate system:103,"The dominant contributor to the greenhouse effect is water vapour ~50%, with clouds ~25% and CO2 ~20% also playing an important role.",Climate system
Climate system:12,"Some trace gases in the atmosphere, such as water vapour and carbon dioxide, are the gases most important for the workings of the climate system, as they are greenhouse gases which allow visible light from the Sun to penetrate to the surface, but block some of the infra-red radiation the Earths surface emits to balance the Suns radiation.",Climate system
Global warming:57,"While water vapour ~50% and clouds ~25% are the biggest contributors to the greenhouse effect, they increase as a function of temperature and are therefore considered feedbacks.",Global warming
Baffin Island:55,"citation needed In 2012, a survey of caribou herds found that the local population was only about 5,000, a decrease of as much as 95% from the 1990s.",Baffin Island
Polar bear:58,"In Nunavut, some Inuit have reported increases in bear sightings around human settlements in recent years, leading to a belief that populations are increasing.",Polar bear
Climate change mitigation:304,"By addressing climate change, we can avoid the costs associated with the effects of climate change.",Climate change mitigation
Climate change mitigation:305,"According to the Stern Review, inaction can be as high as the equivalent of losing at least 5% of global gross domestic product GDP each year, now and forever upto 20% of the GDP or more when including a wider range of risks and impacts, whereas mitigating climate change will only cost about 2% of the GDP.",Climate change mitigation
Mitigation (law):0,Mitigation in law is the principle that a party who has suffered loss from a tort or breach of contract has to take reasonable action to minimize the amount of the loss suffered.,Mitigation law
Risk management:132,Implementation follows all of the planned methods for mitigating the effect of the risks.,Risk management
Stern Review:200,Cline noted that the Reviews large cost-benefit ratio for mitigation policy allows room for these long-term costs to be reduced substantially but still support aggressive action to reduce emissions.,Stern Review
Carbon tax:301,"Various studies in the 1990s, and an economic analysis by Statistics Norway, have estimated the effect of the CO2 tax to be a reduction of 2.5-11% of Norwegian emissions under a business-as-usual approach i.e., the predicted emissions that would have occurred without the tax.",Carbon tax
Carbon tax:724,An Economic Assessment of Policy Instruments for Combating Climate Change.,Carbon tax
Climate change mitigation:457,This is considered as a particularly difficult policy proposal as the economic growth of developing countries are proportionally reflected in the growth of greenhouse emissions.,Climate change mitigation
Stern Review:213,Economists have different views over the cost estimates of climate change mitigation given in the Review.,Stern Review
Carbon tax:4,"Economists generally argue that carbon taxes are the most efficient and effective way to curb climate change, with the least adverse effects on the economy.",Carbon tax
Carbon tax:88,"There is overwhelming agreement among economists that carbon taxes are the most efficient and effective way to curb climate change, with the least adverse effects on the economy.",Carbon tax
Climate change mitigation:362,The importance of change is illustrated by the fact that world economic energy efficiency is improving at only half the rate of world economic growth.,Climate change mitigation
Emissions trading:72,"In theory, a polluters decisions should lead to an economically efficient allocation of reductions among polluters, and lower compliance costs for individual firms and for the economy overall, compared to command-and-control mechanisms.",Emissions trading
Sustainable development:135,"Therefore, solutions need to be found so that the economies of the world can continue to grow, but not at the expense of the public good.",Sustainable development
Greenland ice sheet:85,"Sermeq Kujalleq broke up, losing 93 square kilometres 36 sq mi and raised awareness worldwide of glacial response to global climate change.",Greenland ice sheet
